Entity,Management 1,Management 2,Management 3,Management 4,Management 5,Date,Amount
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,7/1/24,279550
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,7/1/24,1107760
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,7/1/24,739980
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,7/1/24,200870
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,7/1/24,1339190
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,7/1/24,-89520
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,7/1/24,-44760
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,7/1/24,-89520
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,7/1/24,-44760
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,7/1/24,-447600
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,7/1/24,-89520
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,7/1/24,-89520
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,8/1/24,-1047410
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,8/1/24,-465510
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,8/1/24,-232760
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,8/1/24,-349140
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,8/1/24,-139650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,8/1/24,-93100
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,8/1/24,299670
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,8/1/24,1094840
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,8/1/24,715320
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,8/1/24,213997
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,8/1/24,1261230
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,8/1/24,-88290
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,8/1/24,-44140
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,8/1/24,-88290
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,8/1/24,-44140
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,8/1/24,-441440
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,8/1/24,-88290
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,8/1/24,-88290
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,9/1/24,-1099410
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,9/1/24,-488630
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,9/1/24,-244310
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,9/1/24,-366470
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,9/1/24,-146590
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,9/1/24,-97730
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,9/1/24,279470
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,9/1/24,1192120
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,9/1/24,722980
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,9/1/24,230147
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,9/1/24,1327290
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,9/1/24,-92670
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,9/1/24,-46340
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,9/1/24,-92670
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,9/1/24,-46340
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,9/1/24,-463350
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,9/1/24,-92670
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,9/1/24,-92670
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,10/1/24,-1136210
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,10/1/24,-504980
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,10/1/24,-252490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,10/1/24,-378740
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,10/1/24,-151490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,10/1/24,-101000
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,10/1/24,300810
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,10/1/24,1192100
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,10/1/24,712040
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,10/1/24,296490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,10/1/24,1258860
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,10/1/24,-95770
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,10/1/24,-47890
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,10/1/24,-95770
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,10/1/24,-47890
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,10/1/24,-478860
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,10/1/24,-95770
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,10/1/24,-95770
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,11/1/24,-1196050
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,11/1/24,-531580
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,11/1/24,-265790
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,11/1/24,-398680
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,11/1/24,-159470
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,11/1/24,-106320
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,11/1/24,282220
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,11/1/24,1154480
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,11/1/24,746500
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,11/1/24,357800
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,11/1/24,1325970
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,11/1/24,-100820
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,11/1/24,-50410
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,11/1/24,-100820
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,11/1/24,-50410
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,11/1/24,-504080
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,11/1/24,-100820
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,11/1/24,-100820
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,12/1/24,-1271820
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,12/1/24,-565250
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,12/1/24,-282630
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,12/1/24,-423940
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,12/1/24,-169580
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,12/1/24,-113050
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,12/1/24,296440
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,12/1/24,1129300
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,12/1/24,722940
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,12/1/24,483200
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,12/1/24,1274610
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,12/1/24,-107200
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,12/1/24,-53600
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,12/1/24,-107200
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,12/1/24,-53600
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,12/1/24,-536020
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,12/1/24,-107200
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,12/1/24,-107200
